transaction_id,customer_id,scenario_id,scenario_name,injected_flag,expected_risk,notes,scenario_group_id
TXN0000065628,CUS0002572,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0085
TXN0000046476,CUS0001998,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0086
TXN0000157062,CUS0000503,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0087
TXN0000025720,CUS0007584,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0088
TXN0000030619,CUS0007707,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0089
TXN0000014598,CUS0009777,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0090
TXN0000063680,CUS0002848,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0091
TXN0000059242,CUS0001256,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0092
TXN0000165496,CUS0006990,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0093
TXN0000092005,CUS0003174,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0094
TXN0000145014,CUS0005580,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0095
TXN0000056650,CUS0007979,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0096
TXN0000169537,CUS0005730,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0097
TXN0000047557,CUS0008608,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0098
TXN0000044678,CUS0002599,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0099
TXN0000062342,CUS0002336,AML-S02,Sudden Transaction Spike,1,High,Current amount exceeds the account's strictly prior 30-day amount baseline.,AML-S02-GRP-0100
TXN0000006614,CUS0003181,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0001
TXN0000192175,CUS0003181,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0001
TXN0000199598,CUS0003181,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0001
TXN0000247052,CUS0003181,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0001
TXN0000038809,CUS0009814,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0002
TXN0000103642,CUS0009814,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0002
TXN0000103981,CUS0009814,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0002
TXN0000186639,CUS0009814,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0002
TXN0000074562,CUS0004304,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0003
TXN0000101407,CUS0004304,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0003
TXN0000174976,CUS0004304,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0003
TXN0000209707,CUS0004304,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0003
TXN0000061619,CUS0002256,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0004
TXN0000101851,CUS0002256,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0004
TXN0000219095,CUS0002256,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0004
TXN0000244585,CUS0002256,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0004
TXN0000130213,CUS0005865,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0005
TXN0000158604,CUS0005865,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0005
TXN0000209691,CUS0005865,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0005
TXN0000221132,CUS0005865,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0005
TXN0000008838,CUS0009144,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0006
TXN0000115714,CUS0009144,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0006
TXN0000158872,CUS0009144,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0006
TXN0000218243,CUS0009144,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0006
TXN0000059629,CUS0000385,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0007
TXN0000109228,CUS0000385,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0007
TXN0000112921,CUS0000385,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0007
TXN0000203078,CUS0000385,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0007
TXN0000057985,CUS0009396,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0008
TXN0000147890,CUS0009396,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0008
TXN0000203559,CUS0009396,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0008
TXN0000204602,CUS0009396,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0008
TXN0000156692,CUS0001482,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0009
TXN0000176610,CUS0001482,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0009
TXN0000198282,CUS0001482,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0009
TXN0000201135,CUS0001482,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0009
TXN0000065359,CUS0006187,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0010
TXN0000140529,CUS0006187,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0010
TXN0000235250,CUS0006187,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0010
TXN0000235456,CUS0006187,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0010
TXN0000017749,CUS0002038,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0011
TXN0000067202,CUS0002038,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0011
TXN0000089503,CUS0002038,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0011
TXN0000135275,CUS0002038,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0011
TXN0000027850,CUS0008920,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0012
TXN0000074686,CUS0008920,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0012
TXN0000085549,CUS0008920,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0012
TXN0000121263,CUS0008920,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0012
TXN0000009740,CUS0002995,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0013
TXN0000040793,CUS0002995,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0013
TXN0000116158,CUS0002995,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0013
TXN0000233739,CUS0002995,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0013
TXN0000010075,CUS0005040,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0014
TXN0000028578,CUS0005040,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0014
TXN0000189339,CUS0005040,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0014
TXN0000204082,CUS0005040,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0014
TXN0000012262,CUS0006568,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0015
TXN0000012716,CUS0006568,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0015
TXN0000073590,CUS0006568,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0015
TXN0000225033,CUS0006568,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0015
TXN0000018305,CUS0002334,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0016
TXN0000086244,CUS0002334,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0016
TXN0000148082,CUS0002334,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0016
TXN0000217989,CUS0002334,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0016
TXN0000030857,CUS0006703,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0017
TXN0000032256,CUS0006703,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0017
TXN0000058430,CUS0006703,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0017
TXN0000141415,CUS0006703,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0017
TXN0000015476,CUS0007447,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0018
TXN0000020632,CUS0007447,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0018
TXN0000080316,CUS0007447,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0018
TXN0000198620,CUS0007447,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0018
TXN0000103347,CUS0000887,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0019
TXN0000106255,CUS0000887,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0019
TXN0000152460,CUS0000887,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0019
TXN0000221466,CUS0000887,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0019
TXN0000034091,CUS0004915,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0020
TXN0000123810,CUS0004915,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0020
TXN0000129094,CUS0004915,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0020
TXN0000248321,CUS0004915,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0020
TXN0000074189,CUS0000658,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0021
TXN0000093021,CUS0000658,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0021
TXN0000118457,CUS0000658,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0021
TXN0000187175,CUS0000658,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0021
TXN0000029309,CUS0008651,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0022
TXN0000069557,CUS0008651,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0022
TXN0000140370,CUS0008651,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0022
TXN0000161091,CUS0008651,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0022
TXN0000000241,CUS0007599,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0023
TXN0000060193,CUS0007599,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0023
TXN0000122365,CUS0007599,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0023
TXN0000234198,CUS0007599,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0023
TXN0000208121,CUS0007016,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0024
TXN0000225961,CUS0007016,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0024
TXN0000227525,CUS0007016,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0024
TXN0000247665,CUS0007016,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0024
TXN0000017427,CUS0009139,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0025
TXN0000148028,CUS0009139,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0025
TXN0000179831,CUS0009139,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0025
TXN0000231556,CUS0009139,AML-S03,Rapid Movement of Funds,1,Critical,Outbound transfer follows a matched internal inbound transfer within the configured window.,AML-S03-GRP-0025
TXN0000217335,CUS0007709,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0001
TXN0000107144,CUS0002729,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0002
TXN0000127732,CUS0008205,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0003
TXN0000179206,CUS0003146,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0004
TXN0000131625,CUS0002911,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0005
TXN0000109023,CUS0001610,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0006
TXN0000185845,CUS0007384,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0007
TXN0000237939,CUS0004576,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0008
TXN0000151497,CUS0008281,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0009
TXN0000211209,CUS0000575,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0010
TXN0000121832,CUS0003868,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0011
TXN0000238042,CUS0001155,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0012
TXN0000134906,CUS0001969,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0013
TXN0000131475,CUS0001394,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0014
TXN0000187441,CUS0009803,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0015
TXN0000091792,CUS0006608,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0016
TXN0000212023,CUS0009820,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0017
TXN0000108296,CUS0006480,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0018
TXN0000190780,CUS0003004,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0019
TXN0000144519,CUS0003447,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0020
TXN0000081862,CUS0003517,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0021
TXN0000139648,CUS0006995,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0022
TXN0000145450,CUS0009075,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0023
TXN0000119204,CUS0008689,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0024
TXN0000131927,CUS0005438,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0025
TXN0000103296,CUS0009345,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0026
TXN0000135584,CUS0006932,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0027
TXN0000078099,CUS0004808,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0028
TXN0000246311,CUS0001820,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0029
TXN0000134470,CUS0003321,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0030
TXN0000209663,CUS0001653,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0031
TXN0000152789,CUS0003974,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0032
TXN0000128472,CUS0007057,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0033
TXN0000227037,CUS0009943,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0034
TXN0000157193,CUS0005604,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0035
TXN0000095224,CUS0001861,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0036
TXN0000109347,CUS0000540,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0037
TXN0000194504,CUS0001298,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0038
TXN0000192449,CUS0001882,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0039
TXN0000141243,CUS0008102,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0040
TXN0000137276,CUS0003171,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0041
TXN0000111918,CUS0007204,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0042
TXN0000170902,CUS0004048,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0043
TXN0000085897,CUS0002852,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0044
TXN0000132346,CUS0006365,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0045
TXN0000223305,CUS0006090,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0046
TXN0000122940,CUS0000155,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0047
TXN0000243890,CUS0004434,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0048
TXN0000126107,CUS0003296,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0049
TXN0000163889,CUS0004275,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0050
TXN0000155274,CUS0000567,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0051
TXN0000168420,CUS0005898,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0052
TXN0000117990,CUS0006849,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0053
TXN0000088261,CUS0009731,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0054
TXN0000108470,CUS0005166,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0055
TXN0000169141,CUS0009152,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0056
TXN0000111704,CUS0003248,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0057
TXN0000092605,CUS0001091,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0058
TXN0000212419,CUS0000911,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0059
TXN0000210033,CUS0001044,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0060
TXN0000127536,CUS0008453,AML-S04,Dormant Account Reactivation,1,Critical,Large outbound transaction occurs after a strictly prior inactivity gap.,AML-S04-GRP-0061
